PRIMARY KEY,CourtName,Area,CourtDate,DayOfHearing,DatePrinted,DayPrinted,DateDifference(Hearing to Result),ResultType,DateOfPreviousCheck,TimeOfPreviousCheck,DayofPreviousCheck,AM/PM ofPreviousCheck,BestPredictedDate,BestPredAM/PM,BestPredDay,DateDif between PrintingAndLastCheck
457,Hammersmith,B,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
458,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
459,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
460,Hammersmith,B,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
461,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
462,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
463,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
464,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
465,Hammersmith,H,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
466,Hammersmith,H,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
467,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
468,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
469,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
470,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
471,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
472,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
473,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
474,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
475,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
476,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
477,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:39,Wednesday,AM,20/11/2012,PM,Tuesday,1
478,Guildford,H,19/11/2012,Monday,27/11/2012,Tuesday,8,Adjournment,23/11/2012,10:39,Friday,AM,23/11/2012,PM,Friday,4
479,Croydon,H,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
480,Hammersmith,B,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
481,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
482,Croydon,H,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
483,Ealing,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
484,Tottenham,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
485,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
486,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
487,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
488,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
489,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
490,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
491,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
492,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
493,Hammersmith,H,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
494,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
495,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
496,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
497,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Result,21/11/2012,10:56,Wednesday,AM,20/11/2012,PM,Tuesday,1
498,Weymouth,H,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,20/11/2012,11:02,Tuesday,AM,19/11/2012,PM,Monday,1
499,Slough,B,19/11/2012,Monday,28/11/2012,Wednesday,9,Bail conditions,27/11/2012,11:27,Tuesday,AM,26/11/2012,PM,Monday,1
500,Slough,B,19/11/2012,Monday,28/11/2012,Wednesday,9,Bail conditions,27/11/2012,11:27,Tuesday,AM,26/11/2012,PM,Monday,1
501,Thames,B,19/11/2012,Monday,23/11/2012,Friday,4,Adjournment,22/11/2012,11:29,Thursday,AM,21/11/2012,PM,Wednesday,1
502,Tottenham,B,19/11/2012,Monday,23/11/2012,Friday,4,Adjournment,22/11/2012,11:29,Thursday,AM,21/11/2012,PM,Wednesday,1
503,Guildford,H,19/11/2012,Monday,23/11/2012,Friday,4,Result,22/11/2012,11:30,Thursday,AM,21/11/2012,PM,Wednesday,1
504,Wood Green,L,19/11/2012,Monday,23/11/2012,Friday,4,Bail conditions,22/11/2012,11:45,Thursday,AM,21/11/2012,PM,Wednesday,1
505,Wood Green,L,19/11/2012,Monday,23/11/2012,Friday,4,Bail conditions,22/11/2012,11:45,Thursday,AM,21/11/2012,PM,Wednesday,1
506,Wood Green,L,19/11/2012,Monday,23/11/2012,Friday,4,Bail conditions,22/11/2012,11:45,Thursday,AM,21/11/2012,PM,Wednesday,1
507,Wood Green,L,19/11/2012,Monday,23/11/2012,Friday,4,Bail conditions,22/11/2012,11:45,Thursday,AM,21/11/2012,PM,Wednesday,1
508,Blackfriars,L,19/11/2012,Monday,27/11/2012,Tuesday,8,Result,22/11/2012,11:52,Thursday,AM,22/11/2012,PM,Thursday,5
509,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,11:58,Wednesday,AM,20/11/2012,PM,Tuesday,1
510,Hammersmith,B,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,11:58,Wednesday,AM,20/11/2012,PM,Tuesday,1
511,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,11:58,Wednesday,AM,20/11/2012,PM,Tuesday,1
512,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,11:58,Wednesday,AM,20/11/2012,PM,Tuesday,1
513,Hammersmith,L,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,11:58,Wednesday,AM,20/11/2012,PM,Tuesday,1
514,Hammersmith,L,19/11/2012,Monday,23/11/2012,Friday,4,Result,21/11/2012,11:58,Wednesday,AM,20/11/2012,PM,Tuesday,2
515,Hammersmith,L,19/11/2012,Monday,23/11/2012,Friday,4,Result,21/11/2012,11:58,Wednesday,AM,20/11/2012,PM,Tuesday,2
516,Uxbridge,H,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,11:59,Wednesday,AM,20/11/2012,PM,Tuesday,1
517,St Albans,B,19/11/2012,Monday,22/11/2012,Thursday,3,Adjournment,21/11/2012,11:59,Wednesday,AM,20/11/2012,PM,Tuesday,1
518,Tottenham,L,19/11/2012,Monday,12/12/2012,Wednesday,23,Result,06/12/2012,12:10,Thursday,PM,Unknown,Unknown,Unknown,6
519,Croydon,H,19/11/2012,Monday,20/11/2012,Tuesday,1,Adjournment,Null,Null,Null,Null,20/11/2012,AM,Tuesday,NotCheckedBefore
520,Harrow,L,19/11/2012,Monday,20/11/2012,Tuesday,1,Bail conditions,Null,Null,Null,Null,20/11/2012,AM,Tuesday,NotCheckedBefore
521,Blackfriars,H,19/11/2012,Monday,20/11/2012,Tuesday,1,Bail conditions,Null,Null,Null,Null,20/11/2012,AM,Tuesday,NotCheckedBefore
522,Blackfriars,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
523,Croydon,H,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
524,Croydon,H,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
525,Blackfriars,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
526,Blackfriars,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
527,Hendon,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
528,Thames,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
529,Barkingside,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
530,Thames,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
531,Guildford,H,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
532,Hendon,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
533,Willesden,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
534,Hammersmith,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
535,Hammersmith,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
536,Croydon,H,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
537,Hammersmith,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
538,Thames,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
539,Redhill,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
540,Thames,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
541,Hendon,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
542,Willesden,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
543,Stevenage,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
544,Norwich,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
545,Thames,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
546,Blackfriars,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Adjournment,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
547,Thames,L,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
548,Peterborough,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
549,Reading,B,19/11/2012,Monday,21/11/2012,Wednesday,2,Result,Null,Null,Null,Null,20/11/2012,PM,Tuesday,NotCheckedBefore
550,Reading,B,19/11/2012,Monday,23/11/2012,Friday,4,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
551,Oxford,B,19/11/2012,Monday,18/12/2012,Tuesday,29,Adjournment,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
552,Worthing,H,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,22/11/2012,10:04,Thursday,AM,21/11/2012,PM,Wednesday,1
553,Basildon,B,20/11/2012,Tuesday,23/11/2012,Friday,3,Adjournment,22/11/2012,10:10,Thursday,AM,21/11/2012,PM,Wednesday,1
554,Basildon,B,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,22/11/2012,10:10,Thursday,AM,21/11/2012,PM,Wednesday,1
555,Croydon,H,20/11/2012,Tuesday,23/11/2012,Friday,3,Adjournment,22/11/2012,11:08,Thursday,AM,21/11/2012,PM,Wednesday,1
556,Barkingside,B,20/11/2012,Tuesday,23/11/2012,Friday,3,Bail conditions,22/11/2012,11:08,Thursday,AM,21/11/2012,PM,Wednesday,1
557,Croydon,H,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,22/11/2012,11:08,Thursday,AM,21/11/2012,PM,Wednesday,1
558,Croydon,H,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,22/11/2012,11:08,Thursday,AM,21/11/2012,PM,Wednesday,1
559,Medway,H,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,22/11/2012,11:30,Thursday,AM,21/11/2012,PM,Wednesday,1
560,Dartford,H,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,22/11/2012,11:30,Thursday,AM,21/11/2012,PM,Wednesday,1
561,Medway,H,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,22/11/2012,11:30,Thursday,AM,21/11/2012,PM,Wednesday,1
562,Canterbury,H,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,22/11/2012,11:30,Thursday,AM,21/11/2012,PM,Wednesday,1
563,Bromley,H,20/11/2012,Tuesday,22/11/2012,Thursday,2,Adjournment,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
564,Hammersmith,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Adjournment,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
565,Ealing,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Adjournment,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
566,Hammersmith,L,20/11/2012,Tuesday,22/11/2012,Thursday,2,Bail conditions,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
567,Bexley,H,20/11/2012,Tuesday,22/11/2012,Thursday,2,Bail conditions,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
568,Horsham,H,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
569,Hammersmith,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
570,Thames,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
571,Croydon,H,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
572,Barkingside,L,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
573,Croydon,H,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
574,Ealing,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
575,Bedford,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Adjournment,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
576,St Albans,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Bail conditions,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
577,Isleworth,L,20/11/2012,Tuesday,22/11/2012,Thursday,2,Adjournment,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
578,Isleworth,L,20/11/2012,Tuesday,22/11/2012,Thursday,2,Bail conditions,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
579,Isleworth,L,20/11/2012,Tuesday,22/11/2012,Thursday,2,Bail conditions,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
580,Staines,H,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
581,Bedford,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
582,Bedford,B,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
583,Staines,H,20/11/2012,Tuesday,22/11/2012,Thursday,2,Result,Null,Null,Null,Null,21/11/2012,PM,Wednesday,NotCheckedBefore
584,Basildon,B,20/11/2012,Tuesday,23/11/2012,Friday,3,Warrant,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
585,Cambridge,B,20/11/2012,Tuesday,23/11/2012,Friday,3,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
586,Brighton and Hove,H,21/11/2012,Wednesday,27/11/2012,Tuesday,6,Bail conditions,26/11/2012,07:25,Monday,AM,26/11/2012,PM,Monday,1
587,Southampton,H,21/11/2012,Wednesday,28/12/2012,Friday,37,Result,27/12/2012,08:26,Thursday,AM,26/12/2012,PM,Wednesday,1
588,Chelmsford,L,21/11/2012,Wednesday,26/11/2012,Monday,5,Warrant,23/11/2012,10:28,Friday,AM,24/11/2012,AM,Saturday,3
589,Tottenham,L,21/11/2012,Wednesday,26/11/2012,Monday,5,Result,23/11/2012,10:28,Friday,AM,24/11/2012,AM,Saturday,3
590,Snaresbrook,L,21/11/2012,Wednesday,22/11/2012,Thursday,1,Bail conditions,Null,Null,Null,Null,22/11/2012,AM,Thursday,NotCheckedBefore
591,Blackfriars,L,21/11/2012,Wednesday,22/11/2012,Thursday,1,Bail conditions,Null,Null,Null,Null,22/11/2012,AM,Thursday,NotCheckedBefore
592,Blackfriars,B,21/11/2012,Wednesday,22/11/2012,Thursday,1,Result,Null,Null,Null,Null,22/11/2012,AM,Thursday,NotCheckedBefore
593,Barkingside,L,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
594,Croydon,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
595,Croydon,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
596,Feltham,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
597,Southend,B,21/11/2012,Wednesday,23/11/2012,Friday,2,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
598,Norwich,B,21/11/2012,Wednesday,23/11/2012,Friday,2,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
599,Guildford,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Warrant,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
600,Hammersmith,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
601,Staines,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
602,Staines,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
603,St Albans,B,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
604,St Albans,B,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
605,Blackfriars,L,21/11/2012,Wednesday,23/11/2012,Friday,2,Bail conditions,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
606,Hammersmith,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Adjournment,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
607,Barkingside,L,21/11/2012,Wednesday,23/11/2012,Friday,2,Bail conditions,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
608,Barkingside,L,21/11/2012,Wednesday,23/11/2012,Friday,2,Bail conditions,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
609,Hammersmith,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
610,Hammersmith,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
611,Thames,B,21/11/2012,Wednesday,23/11/2012,Friday,2,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
612,Croydon,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
613,Slough,H,21/11/2012,Wednesday,23/11/2012,Friday,2,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
614,Ipswich,B,21/11/2012,Wednesday,23/11/2012,Friday,2,Result,Null,Null,Null,Null,22/11/2012,PM,Thursday,NotCheckedBefore
615,West Norfolk,B,21/11/2012,Wednesday,26/11/2012,Monday,5,Result,Null,Null,Null,Null,24/11/2012,AM,Saturday,NotCheckedBefore
616,Maidstone,H,21/11/2012,Wednesday,27/11/2012,Tuesday,6,Bail conditions,Null,Null,Null,Null,26/11/2012,PM,Monday,NotCheckedBefore
617,Reading,B,21/11/2012,Wednesday,28/11/2012,Wednesday,7,Result,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
618,Southend,B,21/11/2012,Wednesday,29/11/2012,Thursday,8,Adjournment,Null,Null,Null,Null,Unknown,Unknown,Unknown,NotCheckedBefore
619,Southend,H,22/11/2012,Thursday,27/11/2012,Tuesday,5,Result,26/11/2012,07:25,Monday,AM,26/11/2012,PM,Monday,1
620,Barkingside,B,22/11/2012,Thursday,27/11/2012,Tuesday,5,Result,26/11/2012,07:25,Monday,AM,26/11/2012,PM,Monday,1
621,Basildon,B,22/11/2012,Thursday,27/11/2012,Tuesday,5,Adjournment,26/11/2012,07:25,Monday,AM,26/11/2012,PM,Monday,1
622,Basildon,B,22/11/2012,Thursday,28/11/2012,Wednesday,6,Bail conditions,27/11/2012,08:29,Tuesday,AM,26/11/2012,PM,Monday,1
623,Basildon,B,22/11/2012,Thursday,28/11/2012,Wednesday,6,Bail conditions,27/11/2012,08:29,Tuesday,AM,26/11/2012,PM,Monday,1
624,Uxbridge,B,22/11/2012,Thursday,27/11/2012,Tuesday,5,Adjournment,26/11/2012,09:15,Monday,AM,26/11/2012,PM,Monday,1
625,Hendon,L,22/11/2012,Thursday,27/11/2012,Tuesday,5,Result,26/11/2012,09:15,Monday,AM,26/11/2012,PM,Monday,1
626,Tottenham,B,22/11/2012,Thursday,27/11/2012,Tuesday,5,Result,26/11/2012,09:15,Monday,AM,26/11/2012,PM,Monday,1
627,Willesden,L,22/11/2012,Thursday,28/11/2012,Wednesday,6,Bail conditions,27/11/2012,09:21,Tuesday,AM,26/11/2012,PM,Monday,1
628,Barkingside,L,22/11/2012,Thursday,28/11/2012,Wednesday,6,Result,27/11/2012,09:47,Tuesday,AM,26/11/2012,PM,Monday,1
629,Westminster,H,22/11/2012,Thursday,27/11/2012,Tuesday,5,Adjournment,26/11/2012,10:05,Monday,AM,26/11/2012,PM,Monday,1
630,Westminster,B,22/11/2012,Thursday,27/11/2012,Tuesday,5,Adjournment,26/11/2012,10:05,Monday,AM,26/11/2012,PM,Monday,1
631,Westminster,B,22/11/2012,Thursday,27/11/2012,Tuesday,5,Result,26/11/2012,10:05,Monday,AM,26/11/2012,PM,Monday,1
632,Westminster,H,22/11/2012,Thursday,27/11/2012,Tuesday,5,Result,26/11/2012,10:05,Monday,AM,26/11/2012,PM,Monday,1
633,Westminster,B,22/11/2012,Thursday,27/11/2012,Tuesday,5,Result,26/11/2012,10:05,Monday,AM,26/11/2012,PM,Monday,1
634,Isleworth,H,22/11/2012,Thursday,03/12/2012,Monday,11,Result,30/11/2012,10:18,Friday,AM,01/12/2012,AM,Saturday,3
635,Isleworth,H,22/11/2012,Thursday,03/12/2012,Monday,11,Result,30/11/2012,10:18,Friday,AM,01/12/2012,AM,Saturday,3
